work_year,experience_level,type,job_title,salary,employee_residence,company_location,company_size
2023,MI,FT,Data Engineer,115092,US,US,M
2023,MI,FT,Machine Learning Engineer,130000,US,US,M
2023,MI,FT,Machine Learning Engineer,90000,US,US,M
2023,SE,FT,Data Scientist,173000,US,US,M
2023,SE,FT,Data Scientist,132000,US,US,M
2023,SE,FT,Data Analyst,208049,US,US,M
2023,SE,FT,Data Analyst,128500,US,US,M
2023,SE,FT,Analytics Engineer,179820,US,US,M
2023,SE,FT,Analytics Engineer,143860,US,US,M
2023,SE,FT,Data Engineer,167500,US,US,M
2023,SE,FT,Data Engineer,106500,US,US,M
2023,SE,FT,Data Scientist,275300,US,US,M
2023,SE,FT,Data Scientist,183500,US,US,M
2023,MI,FT,Data Engineer,149600,US,US,M
2023,MI,FT,Data Engineer,102000,US,US,M
2023,EX,FT,Data Scientist,145000,US,US,M
2023,EX,FT,Data Scientist,100000,US,US,M
2023,SE,FT,Data Analyst,190000,US,US,M
2023,SE,FT,Data Analyst,95000,US,US,M
2023,SE,FT,Data Analyst,153600,US,US,M
2023,SE,FT,Data Analyst,106800,US,US,M
2023,MI,FT,Data Scientist,96578,IE,IE,M
2023,MI,FT,Data Scientist,80481,IE,IE,M
2023,MI,FT,Data Analyst,128000,US,US,M
2023,MI,FT,Data Analyst,85000,US,US,M
2023,MI,FT,Data Engineer,151000,US,US,M
2023,MI,FT,Data Engineer,140000,US,US,M
2023,SE,FT,Data Scientist,275300,US,US,M
2023,SE,FT,Data Scientist,183500,US,US,M
2023,SE,FT,Machine Learning Scientist,220000,US,US,M
2023,SE,FT,Machine Learning Scientist,170000,US,US,M
2023,SE,FT,Data Analyst,135000,US,US,M
2023,SE,FT,Data Analyst,105500,US,US,M
2023,SE,FT,Data Analyst,100000,US,US,M
2023,SE,FT,Data Analyst,80000,US,US,M
2023,EN,FT,Autonomous Vehicle Technician,7000,GH,GH,S
2023,EN,FT,Applied Machine Learning Scientist,42923,DE,DE,M
2023,SE,FT,Data Engineer,160000,CA,CA,M
2023,SE,FT,Data Engineer,145000,CA,CA,M
2023,MI,FT,Data Analyst,154000,US,US,M
2023,MI,FT,Data Analyst,143000,US,US,M
2023,MI,FT,Data Scientist,78990,GB,GB,M
2023,MI,FT,Data Scientist,51039,GB,GB,M
2023,EN,FT,Data Scientist,190000,US,US,M
2023,EN,FT,Data Scientist,120000,US,US,M
2023,MI,FT,Data Scientist,85066,GB,GB,M
2023,MI,FT,Data Scientist,51039,GB,GB,M
2023,MI,FT,Data Scientist,109371,GB,GB,M
2023,MI,FT,Data Scientist,72914,GB,GB,M
2023,SE,FT,Data Engineer,150000,US,US,M
2023,SE,FT,Data Engineer,111000,US,US,M
2023,EX,FT,Data Engineer,265000,US,US,M
2023,EX,FT,Data Engineer,235000,US,US,M
2023,EN,FT,Data Scientist,121093,CH,CH,L
2022,MI,FT,Data Scientist,73546,DE,DE,M
2023,SE,FT,Data Engineer,160000,US,US,M
2023,SE,FT,Data Engineer,130000,US,US,M
2023,MI,FT,Data Engineer,75000,US,US,M
2023,MI,FT,Data Engineer,60400,US,US,M
2023,EN,FT,Data Analyst,85000,US,US,M
2023,EN,FT,Data Analyst,75000,US,US,M
2023,SE,FT,Data Engineer,252000,US,US,M
2023,SE,FT,Data Engineer,129000,US,US,M
2023,EN,FT,Data Engineer,92700,US,US,M
2023,EN,FT,Data Engineer,61800,US,US,M
2022,SE,FT,Lead Data Scientist,172309,IE,IE,L
2023,MI,FT,Data Scientist,60093,AT,DE,M
2023,MI,FT,Data Analyst,83500,US,US,M
2023,MI,FT,Data Analyst,52500,US,US,M
2023,SE,FT,Data Scientist,201036,US,US,M
2023,SE,FT,Data Scientist,134024,US,US,M
2023,SE,FT,Data Analyst,165000,US,US,M
2023,SE,FT,Data Analyst,140000,US,US,M
2023,EN,FT,Data Engineer,62000,US,US,M
2023,EN,FT,Data Engineer,58000,US,US,M
2023,SE,FT,Data Scientist,172000,US,US,M
2023,SE,FT,Data Scientist,115000,US,US,M
2023,EN,FT,Data Engineer,125000,US,US,M
2023,EN,FT,Data Engineer,90000,US,US,M
2023,SE,FT,Data Engineer,163800,US,US,M
2023,SE,FT,Data Engineer,126000,US,US,M
2023,SE,FT,Data Scientist,237000,US,US,M
2023,SE,FT,Data Scientist,145000,US,US,M
2023,MI,FT,Data Engineer,90000,US,US,M
2023,MI,FT,Data Engineer,90000,US,US,M
2023,SE,FT,Data Engineer,139500,US,US,M
2023,SE,FT,Data Engineer,109400,US,US,M
2023,SE,FT,Data Scientist,258000,CA,CA,M
2023,SE,FT,Data Scientist,190000,CA,CA,M
2023,MI,FT,Data Engineer,145000,US,US,M
2023,MI,FT,Data Engineer,120000,US,US,M
2023,SE,FT,Data Engineer,205600,US,US,L
2023,SE,FT,Data Engineer,105700,US,US,L
2023,SE,FT,Data Engineer,252000,US,US,M
2023,SE,FT,Data Engineer,129000,US,US,M
2023,SE,FT,Data Scientist,239748,US,US,M
2023,SE,FT,Data Scientist,159832,US,US,M
2023,SE,FT,Data Scientist,186300,US,US,M
2023,SE,FT,Data Scientist,102500,US,US,M
2023,SE,FT,Data Engineer,165000,US,US,M
2023,SE,FT,Data Engineer,132300,US,US,M
2023,SE,FT,Data Scientist,190000,US,US,M
2023,SE,FT,Data Scientist,126000,US,US,M
2023,SE,FT,Data Architect,149040,US,US,M
2023,SE,FT,Data Architect,113900,US,US,M
2023,SE,FT,Data Engineer,153600,US,US,M
2023,SE,FT,Data Engineer,106800,US,US,M
2023,SE,FT,Data Engineer,172600,US,US,M
2023,SE,FT,Data Engineer,107900,US,US,M
2023,SE,FT,Data Analyst,180180,US,US,M
2023,SE,FT,Data Analyst,106020,US,US,M
2023,SE,FT,Data Architect,376080,US,US,M
2023,SE,FT,Data Architect,213120,US,US,M
2023,SE,FT,Data Analyst,153600,US,US,M
2023,SE,FT,Data Analyst,100500,US,US,M
2023,SE,FT,Data Analyst,206500,US,US,M
2023,SE,FT,Data Analyst,121600,US,US,M
2023,SE,FT,Data Engineer,260000,US,US,M
2023,SE,FT,Data Engineer,225000,US,US,M
2023,EX,FT,Data Engineer,194500,US,US,M
2023,EX,FT,Data Engineer,115500,US,US,M
2023,SE,FT,Cloud Database Engineer,170000,US,US,L
2023,SE,FT,Applied Machine Learning Scientist,90000,US,US,L
2023,EN,FT,Data Analyst,95000,US,US,M
2023,EN,FT,Data Analyst,70000,US,US,M
2023,SE,FT,Data Engineer,275000,US,US,M
2023,SE,FT,Data Engineer,160000,US,US,M
2023,SE,FT,Data Analyst,115934,US,US,M
2023,SE,FT,Data Analyst,81666,US,US,M
2023,SE,FT,Data Scientist,175000,US,US,M
2023,SE,FT,Data Scientist,120000,US,US,M
2023,SE,FT,Machine Learning Engineer,150000,US,US,M
2023,SE,FT,Machine Learning Engineer,120000,US,US,M
2023,SE,FT,Research Engineer,200000,US,US,M
2023,SE,FT,Research Engineer,175000,US,US,M
2023,MI,FT,Data Analyst,206000,US,US,M
2023,MI,FT,Data Analyst,130000,US,US,M
2023,SE,FT,Data Architect,138000,GB,GB,M
2023,SE,FT,Data Architect,92000,GB,GB,M
2023,SE,FT,Data Manager,65000,CO,CO,M
2023,SE,FT,Data Manager,48000,CO,CO,M
2023,SE,FT,Data Analyst,110000,US,US,M
2023,SE,FT,Data Analyst,75000,US,US,M
2023,SE,FT,Analytics Engineer,130000,US,US,M
2023,SE,FT,Analytics Engineer,87000,US,US,M
2023,MI,FT,Data Analyst,160000,US,US,M
2023,MI,FT,Data Analyst,112000,US,US,M
2023,MI,FT,Data Engineer,162500,US,US,M
2023,MI,FT,Data Engineer,130000,US,US,M
2023,SE,FT,Data Science Manager,299500,US,US,M
2023,SE,FT,Data Science Manager,245100,US,US,M
2023,MI,FT,Data Scientist,145000,US,US,M
2023,MI,FT,Data Scientist,100000,US,US,M
2023,SE,FT,Data Engineer,147100,US,US,M
2023,SE,FT,Data Engineer,90700,US,US,M
2023,EN,FT,Data Engineer,115100,US,US,M
2023,EN,FT,Data Engineer,73900,US,US,M
2023,SE,FT,Data Engineer,168400,US,US,M
2023,SE,FT,Data Engineer,105200,US,US,M
2023,SE,FT,Data Scientist,210000,US,US,M
2023,SE,FT,Data Scientist,160000,US,US,M
2023,MI,FT,Data Scientist,145000,US,US,M
2023,MI,FT,Data Scientist,100000,US,US,M
2023,SE,FT,Applied Scientist,222200,US,US,L
2023,SE,FT,Applied Scientist,136000,US,US,L
2023,MI,FT,Data Analyst,100000,US,US,M
2023,MI,FT,Data Analyst,85000,US,US,M
2023,MI,FT,Data Engineer,85066,GB,GB,M
2023,MI,FT,Data Engineer,57723,GB,GB,M
2023,EX,FT,Data Scientist,200000,US,US,M
2023,EX,FT,Data Scientist,145000,US,US,M
2023,MI,FT,Data Engineer,140000,US,US,M
2023,MI,FT,Data Engineer,95000,US,US,M
2023,SE,FT,Data Analyst,185000,US,US,M
2023,SE,FT,Data Analyst,120250,US,US,M
2023,MI,FT,Financial Data Analyst,130000,US,US,L
2023,SE,FT,Data Scientist,205000,US,US,M
2023,SE,FT,Data Scientist,140000,US,US,M
2023,SE,FT,Data Scientist,297300,US,US,M
2023,SE,FT,Data Scientist,198200,US,US,M
2023,SE,FT,Research Scientist,141288,US,US,M
2023,SE,FT,Research Scientist,94192,US,US,M
2023,SE,FT,Data Infrastructure Engineer,184000,US,US,M
2023,SE,FT,Data Infrastructure Engineer,143000,US,US,M
2023,SE,FT,Data Analyst,70000,US,US,M
2023,SE,FT,Data Analyst,55000,US,US,M
2023,SE,FT,Analytics Engineer,275300,US,US,M
2023,SE,FT,Analytics Engineer,183500,US,US,M
2023,MI,FT,Data Analyst,75000,US,US,M
2023,MI,FT,Data Analyst,65000,US,US,M
2023,MI,FT,ML Engineer,160000,US,US,M
2023,MI,FT,ML Engineer,147000,US,US,M
2023,SE,FT,Data Architect,149040,US,US,M
2023,SE,FT,Data Architect,113900,US,US,M
2023,MI,FT,Software Data Engineer,75020,SG,SG,L
2023,SE,FT,Data Analyst,180180,US,US,M
2023,SE,FT,Data Analyst,106020,US,US,M
2023,MI,FT,Data Scientist,17022,IN,IN,L
2023,EN,FT,AI Programmer,70000,IN,AU,L
2023,EN,FT,AI Developer,80000,SE,SE,M
2023,MI,FT,Lead Data Analyst,18238,IN,IN,L
2023,MI,FT,Machine Learning Engineer,250000,US,US,M
2023,MI,FT,Machine Learning Engineer,150000,US,US,M
2023,SE,FT,Data Engineer,139500,US,US,M
2023,SE,FT,Data Engineer,109400,US,US,M
2023,SE,FT,Data Scientist,105000,US,US,M
2023,SE,FT,Data Scientist,70000,US,US,M
2023,EX,FT,Data Engineer,210914,US,US,M
2023,EX,FT,Data Engineer,116704,US,US,M
2023,EN,FT,Research Scientist,150000,US,US,M
2023,EN,FT,Research Scientist,100000,US,US,M
2023,SE,FT,Data Engineer,146000,US,US,M
2023,SE,FT,Data Engineer,75000,US,US,M
2023,EN,FT,Data Analyst,75000,US,US,M
2023,EN,FT,Data Analyst,60000,US,US,M
2023,MI,FT,Analytics Engineer,185700,US,US,M
2023,MI,FT,Analytics Engineer,165000,US,US,M
2023,SE,FT,Data Engineer,160000,US,US,M
2023,SE,FT,Data Engineer,130000,US,US,M
2023,SE,FT,Data Analyst,169000,US,US,M
2023,SE,FT,Data Analyst,110600,US,US,M
2023,SE,FT,Data Operations Engineer,193000,US,US,M
2023,SE,FT,Data Operations Engineer,136850,US,US,M
2023,SE,FT,Machine Learning Engineer,139500,US,US,M
2023,SE,FT,Machine Learning Engineer,109400,US,US,M
2023,SE,FT,Data Engineer,276000,US,US,M
2023,SE,FT,Data Engineer,178500,US,US,M
2023,MI,FT,Data Scientist,59020,ES,ES,M
2023,MI,FT,Data Scientist,48289,ES,ES,M
2023,MI,FT,Data Engineer,75116,SI,SI,M
2023,MI,FT,Data Engineer,48289,SI,SI,M
2023,SE,FT,Machine Learning Engineer,195652,GB,GB,M
2023,SE,FT,Machine Learning Engineer,101228,GB,GB,M
2023,SE,FT,Data Engineer,136956,GB,GB,M
2023,SE,FT,Data Engineer,101228,GB,GB,M
2023,SE,FT,Data Engineer,252000,US,US,M
2023,SE,FT,Data Engineer,129000,US,US,M
2022,SE,FT,BI Developer,130000,US,US,L
2021,MI,FT,Data Science Lead,150000,US,US,M
2023,SE,FT,Data Engineer,163800,US,US,M
2023,SE,FT,Data Engineer,126000,US,US,M
2023,SE,FT,ML Engineer,260000,CA,CA,M
2023,SE,FT,ML Engineer,110000,CA,CA,M
2023,SE,FT,Analytics Engineer,170000,US,US,M
2023,SE,FT,Analytics Engineer,130000,US,US,M
2023,SE,FT,Machine Learning Engineer,247500,US,US,M
2023,SE,FT,Machine Learning Engineer,172200,US,US,M
2023,SE,FT,Data Scientist,239748,US,US,M
2023,SE,FT,Data Scientist,159832,US,US,M
2023,SE,FT,Machine Learning Engineer,163800,US,US,M
2023,SE,FT,Machine Learning Engineer,126000,US,US,M
2023,MI,FT,Data Scientist,128750,US,US,M
2023,MI,FT,Data Scientist,106250,US,US,M
2023,SE,FT,Data Engineer,252000,US,US,M
2023,SE,FT,Data Engineer,129000,US,US,M
2023,SE,FT,Data Science Manager,299500,US,US,M
2023,SE,FT,Data Science Manager,245100,US,US,M
2023,MI,FT,Data Analytics Manager,155000,US,US,M
2023,MI,FT,Data Analytics Manager,140000,US,US,M
2023,EX,FT,Data Engineer,167500,US,US,M
2023,EX,FT,Data Engineer,106500,US,US,M
2023,SE,FT,Data Architect,188500,US,US,M
2023,SE,FT,Data Architect,117000,US,US,M
2023,SE,FT,Data Analyst,250000,US,US,M
2023,SE,FT,Data Analyst,138000,US,US,M
2023,MI,FT,Data Analyst,130000,CA,CA,M
2023,MI,FT,Data Analyst,100000,CA,CA,M
2023,SE,FT,Deep Learning Researcher,123405,DE,DE,L
2023,SE,FT,Data Engineer,140000,US,US,M
2023,SE,FT,Data Engineer,120000,US,US,M
2023,SE,FT,BI Analyst,160000,US,US,M
2023,SE,FT,BI Analyst,135000,US,US,M
2023,MI,FT,Data Science Manager,104500,US,US,M
2023,MI,FT,Data Science Manager,70000,US,US,M
2023,MI,FT,Data Science Consultant,90000,US,US,M
2023,MI,FT,Data Science Consultant,70000,US,US,M
2023,SE,FT,Data Engineer,153600,US,US,M
2023,SE,FT,Data Engineer,106800,US,US,M
2023,EN,FT,Data Engineer,125000,US,US,M
2023,EN,FT,Data Engineer,90000,US,US,M
2023,MI,FT,Research Scientist,185000,US,US,M
2023,MI,FT,Research Scientist,125000,US,US,M
2023,SE,FT,Data Analyst,127000,US,US,M
2023,SE,FT,Data Analyst,94000,US,US,M
2023,SE,FT,Data Scientist,210550,US,US,M
2023,SE,FT,Data Scientist,153300,US,US,M
2023,MI,FT,Data Scientist,200000,US,US,M
2023,MI,FT,Data Scientist,150000,US,US,M
2023,SE,FT,Data Analyst,161500,US,US,M
2023,SE,FT,Data Analyst,119500,US,US,M
2023,SE,FT,Data Analyst,175000,US,US,M
2023,SE,FT,Data Analyst,145000,US,US,M
2023,SE,FT,Data Scientist,175000,US,US,M
2023,SE,FT,Data Scientist,148750,US,US,M
2023,SE,FT,Data Analytics Specialist,105000,US,US,M
2023,SE,FT,Data Analytics Specialist,85000,US,US,M
2023,SE,FT,Research Scientist,215000,US,US,M
2023,SE,FT,Research Scientist,146300,US,US,M
2023,EN,FT,AI Developer,214618,DE,DE,L
2023,MI,FT,Data Engineer,72000,MX,MX,M
2023,MI,FT,Data Engineer,60000,MX,MX,M
2023,SE,FT,Machine Learning Engineer,153400,US,US,M
2023,SE,FT,Machine Learning Engineer,122700,US,US,M
2023,MI,FT,Data Engineer,260000,US,US,M
2023,MI,FT,Data Engineer,175000,US,US,M
2023,SE,FT,Data Scientist,186300,US,US,M
2023,SE,FT,Data Scientist,123900,US,US,M
2023,MI,FT,Research Scientist,340000,US,US,M
2023,MI,FT,Research Scientist,150000,US,US,M
2023,SE,FT,Machine Learning Engineer,153400,US,US,M
2023,SE,FT,Machine Learning Engineer,122700,US,US,M
2023,MI,FT,Data Engineer,250000,US,US,M
2023,MI,FT,Data Engineer,175000,US,US,M
2023,MI,FT,Data Scientist,64385,FR,FR,M
2023,SE,FT,Data Analyst,185900,US,US,M
2023,SE,FT,Data Analyst,121700,US,US,M
2023,SE,FT,Data Analyst,153600,US,US,M
2023,SE,FT,Data Analyst,106800,US,US,M
2023,SE,FL,Software Data Engineer,50000,NG,AU,M
2023,EN,FT,Data Analyst,100000,UZ,US,L
2023,SE,FT,Machine Learning Engineer,247500,US,US,M
2023,SE,FT,Machine Learning Engineer,172200,US,US,M
2023,EX,FT,Data Engineer,310000,US,US,M
2023,EX,FT,Data Engineer,239000,US,US,M
2023,SE,FT,Data Analyst,125000,US,US,M
2023,SE,FT,Data Analyst,110000,US,US,M
2023,EN,FT,Data Analyst,150000,US,US,M
2023,EN,FT,Data Analyst,100000,US,US,M
2023,SE,FT,Data Scientist,149076,US,US,M
2023,SE,FT,Data Scientist,82365,US,US,M
2023,MI,FT,Data Engineer,146000,US,US,M
2023,MI,FT,Data Engineer,75000,US,US,M
2023,SE,FT,Machine Learning Engineer,139500,US,US,M
2023,SE,FT,Machine Learning Engineer,109400,US,US,M
2023,SE,FT,Data Engineer,139500,US,US,M
2023,SE,FT,Data Engineer,109400,US,US,M
2023,MI,FT,Data Engineer,149600,US,US,M
2023,MI,FT,Data Engineer,102000,US,US,M
2023,MI,FT,Data Analyst,97218,GB,GB,M
2023,MI,FT,Data Analyst,48609,GB,GB,M
2023,SE,FT,Data Engineer,252000,US,US,M
2023,SE,FT,Data Engineer,129000,US,US,M
2023,SE,FT,Data Analyst,95000,US,US,M
2023,SE,FT,Data Analyst,85500,US,US,M
2023,SE,FT,Data Analyst,185900,US,US,M
2023,SE,FT,Data Analyst,121700,US,US,M
2023,EN,FT,Research Scientist,150000,US,US,M
2023,EN,FT,Research Scientist,100000,US,US,M
2023,MI,FT,Data Engineer,145000,US,US,M
2023,MI,FT,Data Engineer,125000,US,US,M
2023,MI,FT,Data Scientist,150000,US,US,M
2023,MI,FT,Data Scientist,97750,US,US,M
2023,SE,FT,Data Scientist,201000,US,US,M
2023,SE,FT,Data Scientist,122000,US,US,M
2023,SE,FT,Data Engineer,252000,US,US,M
2023,SE,FT,Data Engineer,129000,US,US,M
2023,SE,FT,Data Analyst,120000,US,US,M
2023,SE,FT,Data Analyst,75000,US,US,M
2023,MI,FT,Data Scientist,116990,US,US,M
2023,MI,FT,Data Scientist,82920,US,US,M
2023,SE,FT,Data Scientist,185900,US,US,M
2023,SE,FT,Data Scientist,129300,US,US,M
2023,MI,FT,Machine Learning Scientist,200000,US,US,S
2023,MI,FT,Machine Learning Scientist,125000,US,US,S
2023,SE,FT,Data Scientist,201000,US,US,M
2023,SE,FT,Data Scientist,122000,US,US,M
2023,SE,FT,Machine Learning Engineer,204500,US,US,M
2023,SE,FT,Machine Learning Engineer,142200,US,US,M
2023,SE,FT,Data Manager,155000,US,US,M
2023,SE,FT,Data Manager,140000,US,US,M
2023,MI,FT,Machine Learning Infrastructure Engineer,205920,US,US,M
2023,MI,FT,Machine Learning Infrastructure Engineer,171600,US,US,M
2023,SE,FT,Data Engineer,121500,US,US,M
2023,SE,FT,Data Engineer,78000,US,US,M
2023,MI,FT,Data Engineer,154000,US,US,M
2023,MI,FT,Data Engineer,116000,US,US,M
2023,SE,FT,Data Scientist,190000,US,US,M
2023,SE,FT,Data Scientist,136000,US,US,M
2023,MI,FT,Data Analyst,78990,GB,GB,M
2023,MI,FT,Data Analyst,43809,GB,GB,M
2023,SE,FT,Data Analyst,180000,US,US,M
2023,SE,FT,Data Analyst,110000,US,US,M
2023,SE,FT,Data Scientist,275300,US,US,M
2023,SE,FT,Data Scientist,183000,US,US,M
2023,SE,FT,Data Engineer,170000,US,US,M
2023,SE,FT,Data Engineer,140000,US,US,M
2023,SE,FT,Data Engineer,154000,US,US,M
2023,SE,FT,Data Engineer,116000,US,US,M
2023,SE,FT,Data Engineer,160000,US,US,M
2023,SE,FT,Data Engineer,130000,US,US,M
2023,MI,FT,Data Engineer,200000,US,US,M
2023,MI,FT,Data Engineer,120000,US,US,M
2023,SE,FT,Data Scientist,175000,US,US,M
2023,SE,FT,Data Scientist,160000,US,US,M
2023,MI,FT,Data Engineer,127599,GB,GB,M
2023,MI,FT,Data Engineer,103294,GB,GB,M
2023,SE,FT,Data Engineer,153600,US,US,M
2023,SE,FT,Data Engineer,106800,US,US,M
2023,EN,FT,Data Analyst,85000,US,US,M
2023,EN,FT,Data Analyst,75000,US,US,M
2023,SE,FT,Data Scientist,225000,US,US,M
2023,SE,FT,Data Scientist,156400,US,US,M
2023,SE,FT,Analytics Engineer,150000,US,US,M
2023,SE,FT,Analytics Engineer,120000,US,US,M
2023,SE,FT,Machine Learning Engineer,163800,US,US,M
2023,SE,FT,Machine Learning Engineer,126000,US,US,M
2023,SE,FT,Data Analyst,145000,US,US,M
2023,SE,FT,Data Analyst,90000,US,US,M
2023,SE,FT,Machine Learning Engineer,204500,US,US,M
2023,SE,FT,Machine Learning Engineer,142200,US,US,M
2023,SE,FT,Data Analyst,95000,US,US,M
2023,SE,FT,Data Analyst,85500,US,US,M
2023,SE,FT,Data Engineer,167500,US,US,M
2023,SE,FT,Data Engineer,106500,US,US,M
2023,SE,FT,Data Engineer,163800,US,US,M
2023,SE,FT,Data Engineer,126000,US,US,M
2023,MI,FT,Data Analytics Manager,155000,US,US,M
2023,MI,FT,Data Analytics Manager,140000,US,US,M
2023,SE,FT,Research Scientist,250000,US,US,M
2023,SE,FT,Research Scientist,200000,US,US,M
2023,SE,FT,Data Scientist,260000,US,US,M
2023,SE,FT,Data Scientist,186000,US,US,M
2023,SE,FT,Data Engineer,160000,US,US,M
2023,SE,FT,Data Engineer,130000,US,US,M
2023,SE,FT,Research Scientist,200000,US,US,M
2023,SE,FT,Research Scientist,150000,US,US,M
2023,SE,FT,Data Scientist,48289,ES,ES,M
2023,SE,FT,Data Scientist,38631,ES,ES,M
2023,SE,FT,Data Scientist,150000,US,US,M
2023,SE,FT,Data Scientist,120000,US,US,M
2023,EN,FT,Data Analyst,30000,IN,IN,M
2023,MI,FT,Research Scientist,185000,US,US,M
2023,MI,FT,Research Scientist,125000,US,US,M
2022,EN,PT,Data Analyst,34320,US,US,S
2022,MI,FT,Business Data Analyst,9289,BR,BR,M
2023,SE,FT,Head of Data,75116,PT,PT,L
2022,EX,FT,Data Science Manager,106000,UZ,RU,L
2023,SE,FT,Data Analyst,175000,US,US,M
2023,SE,FT,Data Analyst,130000,US,US,M
2023,SE,FT,Data Analyst,122000,US,US,M
2023,SE,FT,Data Analyst,93800,US,US,M
2023,SE,FT,Data Science Manager,150000,MX,MX,M
2023,SE,FT,Data Science Manager,90000,MX,MX,M
2023,SE,FT,Data Analyst,165000,US,US,M
2023,SE,FT,Data Analyst,112000,US,US,M
2023,EN,FT,Computer Vision Engineer,220000,US,US,M
2023,SE,FT,BI Data Analyst,71897,DE,DE,M
2023,EN,FT,AI Developer,64385,DE,DE,M
2023,SE,FT,Machine Learning Engineer,204500,US,US,M
2023,SE,FT,Machine Learning Engineer,142200,US,US,M
2023,SE,FT,Data Analyst,15806,IN,IN,S
2023,MI,FT,Machine Learning Engineer,200000,US,US,M
2023,MI,FT,Machine Learning Engineer,175000,US,US,M
2023,SE,FT,Data Engineer,185900,US,US,M
2023,SE,FT,Data Engineer,129300,US,US,M
2023,SE,FT,Data Analyst,185900,US,US,M
2023,SE,FT,Data Analyst,121700,US,US,M
2023,SE,FT,Machine Learning Engineer,204500,US,US,M
2023,SE,FT,Machine Learning Engineer,142200,US,US,M
2023,MI,FT,Data Scientist,40000,FR,FR,L
2023,SE,FT,Data Science Consultant,29453,TH,TH,M
2023,SE,FT,Data Analyst,180180,US,US,M
2023,SE,FT,Data Analyst,106020,US,US,M
2023,SE,FT,Data Scientist,136000,US,US,M
2023,SE,FT,Data Scientist,104000,US,US,M
2023,SE,FT,Data Analyst,125000,US,US,M
2023,SE,FT,Data Analyst,110000,US,US,M
2023,SE,FT,Machine Learning Engineer,153400,US,US,M
2023,SE,FT,Machine Learning Engineer,122700,US,US,M
2023,EX,FT,Data Engineer,310000,US,US,M
2023,EX,FT,Data Engineer,239000,US,US,M
2023,SE,FT,Data Analyst,152380,US,US,M
2023,SE,FT,Data Analyst,121904,US,US,M
2023,SE,FT,Data Scientist,185900,US,US,M
2023,SE,FT,Data Scientist,129300,US,US,M
2023,SE,FT,Machine Learning Engineer,247500,US,US,M
2023,SE,FT,Machine Learning Engineer,172200,US,US,M
2023,SE,FT,Data Architect,168400,US,US,M
2023,SE,FT,Data Architect,105200,US,US,M
2023,SE,FT,Machine Learning Engineer,128280,US,US,M
2023,SE,FT,Machine Learning Engineer,106900,US,US,M
2022,SE,FT,Lead Data Scientist,192000,US,US,L
2023,MI,FT,Data Engineer,140000,US,US,M
2023,MI,FT,Data Engineer,100000,US,US,M
2023,SE,FT,Research Engineer,107309,DE,DE,S
2023,SE,FT,Research Engineer,85847,DE,DE,S
2023,SE,FT,Machine Learning Engineer,275000,DE,DE,M
2023,SE,FT,Machine Learning Engineer,174000,DE,DE,M
2023,SE,FT,Data Engineer,139500,US,US,M
2023,SE,FT,Data Engineer,109400,US,US,M
2023,SE,FT,Machine Learning Engineer,139500,US,US,M
2023,SE,FT,Machine Learning Engineer,109400,US,US,M
2023,SE,FT,Data Analyst,170500,US,US,M
2023,SE,FT,Data Analyst,85000,US,US,M
2023,SE,FT,Data Manager,72946,GB,GB,M
2023,SE,FT,Data Manager,54365,GB,GB,M
2023,EX,FT,Head of Data Science,160288,GB,GB,M
2023,EX,FT,Head of Data Science,127467,GB,GB,M
2023,SE,FT,Data Engineer,80000,US,US,M
2023,SE,FT,Data Engineer,65000,US,US,M
2023,SE,FT,Data Engineer,124740,US,US,M
2023,SE,FT,Data Engineer,65488,US,US,M
2023,SE,FT,Data Quality Analyst,72200,US,US,M
2023,SE,FT,Data Quality Analyst,64980,US,US,M
2023,SE,FT,Data Engineer,153600,US,US,M
2023,SE,FT,Data Engineer,106800,US,US,M
2023,SE,FT,Data Analyst,179975,US,US,M
2023,SE,FT,Data Analyst,86466,US,US,M
2023,SE,FT,Data Engineer,120000,US,US,M
2023,SE,FT,Data Engineer,90000,US,US,M
2023,MI,FT,Insight Analyst,51039,GB,GB,M
2023,MI,FT,Insight Analyst,42533,GB,GB,M
2023,SE,FT,Data Scientist,149076,US,US,M
2023,SE,FT,Data Scientist,82365,US,US,M
2023,SE,FT,Data Analyst,169000,US,US,M
2023,SE,FT,Data Analyst,110600,US,US,M
2023,SE,FT,Data Science Manager,175000,US,US,M
2023,SE,FT,Data Science Manager,120000,US,US,M
2023,SE,FT,Data Analyst,230000,US,US,M
2023,SE,FT,Data Analyst,180000,US,US,M
2023,SE,FT,Data Analyst,153600,US,US,M
2023,SE,FT,Data Analyst,106800,US,US,M
2023,SE,FT,Data Manager,140000,US,US,M
2023,SE,FT,Data Manager,120000,US,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,205920,US,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,171600,US,US,M
2023,SE,FT,Data Analyst,165000,US,US,M
2023,SE,FT,Data Analyst,125000,US,US,M
2023,SE,FT,Data Engineer,265000,US,US,M
2023,SE,FT,Data Engineer,185000,US,US,M
2023,MI,FT,Applied Machine Learning Engineer,130000,US,US,M
2022,EN,FT,Data Scientist,168000,US,US,M
2023,MI,FT,AI Scientist,38631,ES,ES,L
2023,SE,FT,Data Analyst,95000,US,US,M
2023,SE,FT,Data Analyst,85500,US,US,M
2023,SE,FT,Data Scientist,147100,US,US,M
2023,SE,FT,Data Scientist,90700,US,US,M
2023,SE,FT,Data Engineer,167580,US,US,M
